Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
11.531625986099243	0	10.578947	6.79718	43.0	3.0	10.578947368421053	6.797180448528748	1005	1005
12.772341012954712	1	11.823529	7.6928945	42.0	3.0	11.823529411764707	7.692894308215228	1005	2010
13.649261713027954	2	12.961538	9.058843	58.0	3.0	12.961538461538462	9.058842270078541	1011	3021
14.403961896896362	3	16.590164	10.109851	41.0	5.0	16.59016393442623	10.10985081886389	1012	4033
15.193233966827393	4	16.174603	10.816712	52.0	4.0	16.174603174603174	10.816712058808099	1019	5052
15.919105052947998	5	19.150944	13.144187	71.0	3.0	19.150943396226417	13.144187647828385	1015	6067
16.872010946273804	6	18.555555	10.605146	44.0	4.0	18.555555555555557	10.605146665768896	1002	7069
17.697868824005127	7	20.82	15.141584	88.0	4.0	20.82	15.141585121776385	1041	8110
18.886133909225464	8	21.020834	11.413606	55.0	4.0	21.020833333333332	11.413605885326318	1009	9119
19.934015035629272	9	25.024391	15.560249	72.0	7.0	25.024390243902438	15.560249237576969	1026	10145
20.913566827774048	10	23.904762	11.413879	54.0	7.0	23.904761904761905	11.413879445260042	1004	11149
22.03051495552063	11	28.77143	15.748172	68.0	9.0	28.771428571428572	15.748171257615397	1007	12156
23.35393190383911	12	26.5	15.408047	85.0	7.0	26.5	15.408046428306287	1007	13163
24.701260805130005	13	31.5625	16.019398	75.0	11.0	31.5625	16.019397421563646	1010	14173
25.822855949401855	14	29.285715	16.396118	77.0	7.0	29.285714285714285	16.396117011695928	1025	15198
26.8648738861084	15	35.92857	13.6091585	59.0	10.0	35.92857142857143	13.609158080993451	1006	16204
28.07278275489807	16	34.033333	15.740571	73.0	11.0	34.03333333333333	15.740570369448356	1021	17225
29.0881028175354	17	36.03448	23.065845	110.0	10.0	36.03448275862069	23.06584691048604	1045	18270
30.19341278076172	18	35.785713	16.14744	83.0	12.0	35.785714285714285	16.14743929910769	1002	19272
31.33668303489685	19	32.548386	18.03373	104.0	5.0	32.54838709677419	18.033729526205878	1009	20281
32.21607780456543	20	43.208332	22.889189	113.0	11.0	43.208333333333336	22.889188071129905	1037	21318
33.008973836898804	21	35.482758	20.856853	99.0	9.0	35.48275862068966	20.856853152489105	1029	22347
33.79193687438965	22	35.482758	15.709915	76.0	13.0	35.48275862068966	15.709914922518534	1029	23376
34.57694482803345	23	41.916668	20.534355	97.0	14.0	41.916666666666664	20.53435468239073	1006	24382
35.66683077812195	24	39.153847	24.130562	136.0	10.0	39.15384615384615	24.13056202554427	1018	25400
36.53347682952881	25	42.666668	20.327868	109.0	13.0	42.666666666666664	20.32786811798577	1024	26424
37.37720704078674	26	41.4	16.049923	81.0	15.0	41.4	16.049922118191105	1035	27459
38.23082399368286	27	40.03846	17.850838	87.0	12.0	40.03846153846154	17.85083658722765	1041	28500
39.098527908325195	28	45.727272	17.234169	77.0	16.0	45.72727272727273	17.23416748571337	1006	29506
40.40717887878418	29	44.291668	25.251202	118.0	14.0	44.291666666666664	25.25120321665661	1063	30569
41.257391929626465	30	55.736843	28.310017	124.0	22.0	55.73684210526316	28.31001702069272	1059	31628
42.18554496765137	31	48.04762	23.807713	88.0	11.0	48.04761904761905	23.807714216947154	1009	32637
43.09456777572632	32	45.727272	20.91581	95.0	18.0	45.72727272727273	20.915809197355124	1006	33643
43.869518756866455	33	53.6	26.857773	127.0	20.0	53.6	26.857773548825673	1072	34715
44.78718376159668	34	42.0	19.174984	83.0	13.0	42.0	19.174983702731016	1050	35765
45.66786479949951	35	54.210526	30.481365	148.0	23.0	54.21052631578947	30.48136436262659	1030	36795
46.50171494483948	36	50.1	25.443861	113.0	10.0	50.1	25.443859770089915	1002	37797
47.299378871917725	37	47.409092	17.956156	83.0	12.0	47.40909090909091	17.95615642945361	1043	38840
48.08543276786804	38	48.666668	27.417986	121.0	13.0	48.666666666666664	27.4179873759186	1022	39862
48.9599187374115	39	49.142857	20.62658	92.0	11.0	49.142857142857146	20.626579510741117	1032	40894
49.78378987312317	40	49.238094	18.52387	73.0	13.0	49.23809523809524	18.523870730710485	1034	41928
50.69507884979248	41	59.82353	19.611628	98.0	25.0	59.8235294117647	19.611627085864583	1017	42945
51.87139892578125	42	62.058823	49.086323	246.0	27.0	62.05882352941177	49.08632322783691	1055	44000
53.341521978378296	43	42.375	20.59695	83.0	7.0	42.375	20.59695062381808	1017	45017
54.626062870025635	44	45.636364	20.008055	95.0	8.0	45.63636363636363	20.008056228669155	1004	46021
56.67471694946289	45	70.8	33.689163	146.0	18.0	70.8	33.68916739843833	1062	47083
58.92407774925232	46	49.81818	20.616932	103.0	16.0	49.81818181818182	20.616931179001142	1096	48179
60.294031858444214	47	47.363636	24.501476	138.0	20.0	47.36363636363637	24.501475752484513	1042	49221
61.55109095573425	48	56.22222	25.784483	122.0	19.0	56.22222222222222	25.784481886841153	1012	50233
62.557207107543945	49	53.0	22.0263	109.0	29.0	53.0	22.026300069163728	1007	51240
63.59043884277344	50	47.31818	27.932364	135.0	13.0	47.31818181818182	27.932363705006427	1041	52281
64.55333304405212	51	50.333332	16.954655	79.0	17.0	50.333333333333336	16.9546547431765	1057	53338
65.54358386993408	52	51.7	26.959414	109.0	17.0	51.7	26.95941394021762	1034	54372
66.5781466960907	53	56.833332	21.24003	114.0	22.0	56.833333333333336	21.240030341053867	1023	55395
68.29372906684875	54	49.761906	18.015614	79.0	12.0	49.76190476190476	18.015614290849037	1045	56440
