Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
98.4293577671051	0	-170.56979666643696	-9.463282827744044	66.66993346405316	-34.253745879284175	-393.6799752118656	20.0	0.0	1020	10020	-178.71105410422223	-10.522606324263657
205.85307693481445	1	-172.39709416388794	-9.340706978421183	66.68942631523747	-41.08920517084914	-331.31195026675624	20.0	0.0	1020	20040	-178.4812890405638	-10.011850642121548
306.7740681171417	2	-159.6237528413126	-8.50208709961611	66.30805034078837	-34.15580136832752	-346.8085053663482	20.0	0.0	1020	30060	-172.05647425654323	-9.68690914677419
416.8798439502716	3	-164.69172493378812	-8.389159477049242	63.56023236605993	-31.627251153638046	-348.5050199180908	20.0	0.0	1020	40080	-173.5353342229111	-8.874691345257949
500.5774209499359	4	-163.23950369571392	-8.461228211703851	67.07925681059744	-36.257272564045834	-323.3758032617775	20.0	0.0	1020	50100	-157.17963279114883	-7.842189597368093
587.3921928405762	5	-159.98074487043488	-8.251685680046561	66.51814914812242	-24.51183300843028	-357.43869610626507	20.0	0.0	1020	60120	-168.27082380188418	-8.745350249658479
669.7422819137573	6	-159.01077889199715	-7.721112696050027	67.08680746264518	-33.77136782284503	-348.7502373601661	20.0	0.0	1020	70140	-159.36625748209198	-8.722613364283504
754.1342489719391	7	-156.94861751943768	-8.013977869444837	66.52932605281136	-33.26309880698151	-358.6545479836393	20.0	0.0	1020	80160	-173.9227120873979	-8.579550239525064
845.3862240314484	8	-152.54709095994681	-7.318561995278034	65.80354055136169	-35.5140919863966	-344.8454533852515	20.0	0.0	1020	90180	-152.02453954014405	-7.522013075925611
954.1689019203186	9	-153.0059497090459	-7.07188054315294	63.36230191119439	-25.56477260871155	-331.4194503916794	20.0	0.0	1020	100200	-172.4207164821205	-9.346541395425636
1041.5797657966614	10	-147.96897406834162	-6.687938317476829	59.404615787719365	-29.805405079871683	-327.2543902946084	20.0	0.0	1020	110220	-150.53268257489376	-7.815226904725474
1122.1210279464722	11	-147.27675121708242	-6.524676629669965	63.48951754060628	-28.68311327055564	-351.64949322559977	20.0	0.0	1020	120240	-146.21605254735385	-7.849972190284381
1204.8769040107727	12	-147.26706995055	-6.331147079346484	60.566331501425296	-19.354542245208684	-338.35847591109723	20.0	0.0	1020	130260	-143.92087396399685	-7.268218298236684
1285.1094999313354	13	-144.2105307576853	-6.191143735888777	64.65539519882189	-24.658197581762114	-376.9228111307856	20.0	0.0	1020	140280	-175.487802428241	-8.616814387717685
1369.0934329032898	14	-137.95769453597836	-5.697761584885961	61.31170805194314	-21.960156659564337	-333.11832222712957	20.0	0.0	1020	150300	-158.87216180664487	-7.900017641412152
1450.7410819530487	15	-127.87019802303227	-5.267565580680301	53.27442738819217	-20.146726457269665	-290.96248004133236	20.0	0.0	1020	160320	-159.2175450216858	-8.716704280626177
1525.431911945343	16	-130.93846605162386	-5.367117942251017	58.78629765725322	-21.987908642047852	-347.4243341669544	20.0	0.0	1020	170340	-178.4543009233877	-9.7282796169308
1605.0349628925323	17	-130.70990636158234	-5.2425285339619645	54.5849048928651	-28.59201475339659	-319.61526877737475	20.0	0.0	1020	180360	-152.44900102654626	-8.04498175515728
1693.6992268562317	18	-127.71150802708797	-5.077492336052141	57.41668416422853	-21.292245602235965	-311.7457599659151	20.0	0.0	1020	190380	-145.2244708726962	-7.0348107869252905
1749.2454879283905	19	-121.26315357300096	-4.807283264768467	49.302917508599	-27.72153543895894	-307.11478624930515	20.0	0.0	1020	200400	-133.0013541979836	-6.6630808688982865
1803.3358869552612	20	-121.72849537940927	-4.860833382280425	47.74257618964233	-29.50559295732475	-279.80680034087754	20.0	0.0	1020	210420	-160.44464082479422	-8.792489387960485
1856.9719099998474	21	-120.92195814045687	-5.040231877418405	50.76779722263184	-35.479268111010775	-317.6456132407568	20.0	0.0	1020	220440	-149.67857118317121	-8.235251754958675
1910.7094719409943	22	-115.66351237230705	-5.024019332390453	50.2499935302685	-25.768285149310092	-282.53845833360737	20.0	0.0	1020	230460	-157.60771877314772	-8.814828945209602
1964.8196229934692	23	-116.74414850786441	-5.056250729461906	53.499925884730295	-19.979353029066665	-351.47307353614093	20.0	0.0	1020	240480	-155.1200698176328	-8.977784072319329
2018.6126148700714	24	-122.90642790191417	-5.266034153870913	54.356739058619574	-26.516322759576166	-419.59672477459947	20.0	0.0	1020	250500	-152.69321473207125	-7.8453121197360725
