Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
36.246453046798706	0	-248.06238	139.8965	192.51677	-730.40234	120.53453453453453	35.08269308237996	40138	40138
75.04057812690735	1	-193.70317	121.64209	161.02063	-622.01105	117.16959064327486	59.86144244541132	40072	80210
109.95466303825378	2	-182.04156	107.152954	169.11755	-541.9404	109.67397260273972	56.13984990389738	40031	120241
141.4022080898285	3	-162.32599	97.28228	203.77664	-482.7	106.48670212765957	26.900819290232413	40039	160280
173.6032109260559	4	-146.59827	96.94585	175.99393	-403.3434	105.76781002638522	41.31593849632347	40086	200366
208.41957092285156	5	-133.01723	79.15362	121.10299	-401.95557	107.90835579514825	52.599357505249564	40034	240400
242.2566578388214	6	-131.32622	88.77165	189.74576	-378.5917	108.55013550135502	52.54914650196158	40055	280455
281.3022389411926	7	-107.8412	82.86023	145.539	-371.6909	117.91470588235295	87.60621329144661	40091	320546
317.9077470302582	8	-99.000626	92.85902	220.37286	-393.5689	121.53939393939395	67.35532166954924	40108	360654
355.26097893714905	9	-87.30772	93.32302	186.7896	-290.89484	126.81962025316456	71.90352006212315	40075	400729
398.71388387680054	10	-86.27742	88.14713	216.76785	-289.24274	143.70609318996415	100.16301944662587	40094	440823
437.01014399528503	11	-79.53167	87.036476	188.27689	-283.21832	145.1086956521739	64.31531077238104	40050	480873
483.6131269931793	12	-49.904823	106.90233	186.60983	-265.20004	175.44298245614036	124.69728712232016	40001	520874
539.9751088619232	13	-46.788044	115.96483	226.96786	-307.43164	209.55154639175257	163.44181449192493	40653	561527
606.7854459285736	14	-44.68635	116.72046	188.6057	-360.718	252.67924528301887	206.07513195311387	40176	601703
681.70068192482	15	-71.00096	122.32675	189.23747	-314.05902	314.4375	248.90487483926464	40248	641951
750.0636448860168	16	-62.208534	129.8127	207.55893	-475.77014	304.15909090909093	209.23586913458908	40149	682100
852.0845370292664	17	-66.92542	122.499725	189.98163	-343.97375	378.99056603773585	266.09441136569734	40173	722273
950.2846541404724	18	-64.68964	130.72345	248.81622	-352.22705	422.1684210526316	283.6350009071732	40106	762379
1041.1372730731964	19	-57.177547	141.84068	204.23402	-407.76416	427.5052631578947	251.52393937270128	40613	802992
1120.2782971858978	20	-50.201298	137.06905	198.48965	-347.13678	454.8068181818182	240.77771047711894	40023	843015
1211.7353200912476	21	-49.596043	143.06076	211.5157	-347.79272	485.2048192771084	272.3838874556446	40272	883287
1292.3738491535187	22	-64.80394	170.33707	224.96606	-432.98532	500.75	276.1449121385364	40060	923347
1378.50332903862	23	-81.777626	151.07039	196.70328	-339.6631	484.8452380952381	256.2875289149362	40727	964074
1475.4710731506348	24	-69.061935	167.9388	236.21912	-430.42346	481.1666666666667	252.13648200043477	40418	1004492
1571.1338288784027	25	-70.82553	155.45833	208.62267	-380.40186	538.1466666666666	263.69799358778255	40361	1044853
1670.424607038498	26	-89.99201	150.74667	250.24228	-384.42587	569.4366197183099	289.96176204411614	40430	1085283
1766.315565109253	27	-54.55637	149.90132	210.10632	-316.95624	608.0909090909091	273.0843319225726	40134	1125417
1869.3787350654602	28	-54.272465	157.56458	233.71445	-371.49554	608.8484848484849	290.8424150231396	40184	1165601
1977.0286309719086	29	-17.420576	164.50197	234.89511	-329.52283	630.4769230769231	339.3814784707528	40981	1206582
2079.045382976532	30	-3.2400067	139.3885	231.78873	-266.23138	598.9264705882352	303.49596935866384	40727	1247309
2188.9217269420624	31	29.915358	129.86707	226.92299	-220.10847	592.9710144927536	297.26131435979494	40915	1288224
2297.791011095047	32	20.442272	145.37927	238.26204	-328.52667	607.7575757575758	304.50695671040444	40112	1328336
2396.464292049408	33	33.80753	129.61227	210.55199	-398.27875	567.112676056338	290.33494738026894	40265	1368601
2499.3711290359497	34	45.69515	132.24901	238.39932	-336.1204	557.4520547945206	310.31093734872377	40694	1409295
2598.411598920822	35	55.331543	119.55382	255.58598	-225.921	521.7692307692307	279.6489980854169	40698	1449993
2688.5574159622192	36	73.125565	122.88059	221.97955	-231.12112	458.0113636363636	270.2923709244467	40305	1490298
2792.9869661331177	37	57.825554	130.36873	234.74121	-464.16132	467.09302325581393	267.8163041004463	40170	1530468
2888.8301918506622	38	70.37979	132.85516	236.1646	-342.42337	483.48192771084337	286.8106449540089	40129	1570597
2970.1695370674133	39	85.68369	129.88698	242.40082	-302.75595	437.2391304347826	253.51362923507588	40226	1610823
3056.651694059372	40	65.76909	126.51717	240.37633	-252.48415	440.61538461538464	279.31992643163704	40096	1650919
3144.0811569690704	41	74.83329	129.69342	247.62387	-257.66168	442.2307692307692	300.28788666449776	40243	1691162
3223.551607131958	42	83.21594	127.70875	245.40446	-306.96957	397.7450980392157	250.0019484737602	40570	1731732
3316.3725950717926	43	77.52815	136.32715	227.19623	-324.01703	440.2391304347826	298.7460157844284	40502	1772234
3400.9932069778442	44	92.548256	122.27779	246.28467	-313.4692	373.01851851851853	245.158715842127	40286	1812520
