Time	Iteration	AverageReturn	FinalReward	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar	ValAverageReturn	ValFinalReward
8.22561001777649	0	-293.0804041539621	-15.09885815500331	44.91749211496865	-169.51049855229772	-438.79819149670374	20.0	0.0	252	10080	-295.87239877005345	-14.981407128902633
15.916446924209595	1	-292.7015092396369	-14.973463609328734	48.87273036316067	-145.29673159247537	-425.98922586541977	20.0	0.0	252	20160	-272.8251159917724	-13.819241549934915
23.052175045013428	2	-293.3332673240032	-15.263115022083579	46.89079039258086	-160.13573441540174	-430.76503843815715	20.0	0.0	252	30240	-296.19470070195626	-15.289281492437206
30.12951898574829	3	-288.3576006710193	-14.741167829741507	49.93486530406407	-158.79830282927574	-441.85989962156384	20.0	0.0	252	40320	-280.2589752099973	-14.102988805828652
37.71034908294678	4	-284.8072277743059	-14.466784309818575	50.61838037812604	-101.51272958832894	-443.8824658090106	20.0	0.0	252	50400	-284.25405771367656	-14.767003236371337
44.24200797080994	5	-283.73271775601074	-14.205180037290544	49.89972608857856	-129.85128234769655	-444.9194146900066	20.0	0.0	252	60480	-275.9966716861076	-13.253172451015525
51.09304094314575	6	-282.024403892183	-14.019179822565475	49.53034217763254	-121.11918745557112	-429.82845876246756	20.0	0.0	252	70560	-275.50853313079426	-13.489092105756427
57.84151482582092	7	-277.4105482872718	-13.768555106282763	49.23828864254264	-122.22565431088528	-400.05177820469675	20.0	0.0	252	80640	-273.7347283792509	-14.072476750364943
64.6912100315094	8	-274.44951737581624	-13.318633174469225	45.874700302130606	-107.4030314244471	-416.558872299831	20.0	0.0	252	90720	-260.69274307086596	-12.446815098894705
71.43010687828064	9	-264.2685920506185	-12.554670866176918	48.94339319074125	-136.54831730301163	-425.49597319128594	20.0	0.0	252	100800	-262.2626058433786	-12.697996817596414
79.06264281272888	10	-258.6508260100873	-11.92579680838786	46.77828077617374	-132.95348318297064	-383.7445738914696	20.0	0.0	252	110880	-247.33459440495395	-11.01644240904171
86.53936290740967	11	-249.4428393663373	-11.341224082981098	49.453841362943145	-109.39000370502022	-374.305469906855	20.0	0.0	252	120960	-235.5876377719849	-10.504289855817943
93.31363606452942	12	-245.01862367713537	-10.722794346723477	48.29421491703727	-128.47315112918417	-431.2113330645974	20.0	0.0	252	131040	-237.10905529580404	-10.293695595199665
100.09366083145142	13	-236.38498779611692	-10.177698647704888	47.7285351077984	-108.68068670788462	-384.2912162409011	20.0	0.0	252	141120	-227.84309544060656	-9.290888810267766
106.82866406440735	14	-228.7740370718775	-9.410273035708666	48.36713177035061	-115.10387073138735	-390.50425433142084	20.0	0.0	252	151200	-211.14874689766864	-8.31810438899481
113.50746703147888	15	-214.07998794889073	-8.392385763460343	45.90847547257422	-109.2107805454755	-373.3961060222659	20.0	0.0	252	161280	-199.75455391527024	-7.402586971413101
120.14490389823914	16	-203.15360248353076	-7.519879496727094	45.377666418361635	-91.46427761061625	-403.75248849292524	20.0	0.0	252	171360	-188.898634408175	-6.464271935091013
126.81835389137268	17	-193.36477366594195	-7.158543755206368	43.77084249701332	-96.24870568110377	-351.71291465477793	20.0	0.0	252	181440	-184.76205547399118	-6.57547476537854
133.50103497505188	18	-179.96972151441375	-6.1879993521225325	36.924684269632984	-95.46202283629695	-305.41211787752866	20.0	0.0	252	191520	-174.26287248940318	-5.970763023799473
140.17181205749512	19	-177.10846251606517	-6.053375785322476	36.10120752183801	-97.56290639036243	-339.4517824101224	20.0	0.0	252	201600	-170.83660409022437	-5.261815057346919
146.9017777442932	20	-168.02297082465233	-5.4852974195488	35.418773485982484	-89.63073463782422	-300.5574396794794	20.0	0.0	252	211680	-154.40809494779344	-5.214612356016279
153.53378891944885	21	-162.50051598843305	-5.1321046202801694	37.80819538496923	-88.25095793698674	-323.4691123541886	20.0	0.0	252	221760	-156.74971452698148	-4.952021294527204
160.14796495437622	22	-155.0608543176552	-4.906436536369561	33.82105074182863	-75.86359707640162	-293.9755410301038	20.0	0.0	252	231840	-144.27372664339424	-4.952633171661751
166.86610579490662	23	-146.36665489131272	-4.399165598286171	30.079813514285828	-79.65319887574323	-277.48468982114866	20.0	0.0	252	241920	-139.5879598782887	-4.136337153109935
173.5642569065094	24	-139.88858362968895	-4.157228312424071	31.944942123664195	-72.10897708625991	-310.7237760984555	20.0	0.0	252	252000	-137.63599561591013	-3.722762609780925
180.21232891082764	25	-134.9622126671773	-3.9242006665113496	30.996482670531535	-73.31233564559584	-265.2412191820423	20.0	0.0	252	262080	-131.1577613011252	-3.6595093423647533
186.86371183395386	26	-128.69086083741536	-3.5380215290014645	28.21785785833806	-68.32175685083685	-252.82866871694847	20.0	0.0	252	272160	-123.47115187739792	-3.1281685227218445
193.5463831424713	27	-121.00953471393764	-3.4031754387419397	26.313977076156387	-75.060167979799	-256.4175701432005	20.0	0.0	252	282240	-121.52516565291035	-3.291831255208533
200.25721907615662	28	-116.72244645909944	-3.153014195041601	23.311420268862506	-52.882881949618636	-210.91887103363396	20.0	0.0	252	292320	-112.36182451672569	-2.9749861940466737
